,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp_Total,Att_Total,Cmp%_Total,TotDist,PrgDist,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Touches,T_Def Pen,T_Def 3rd,T_Mid 3rd,T_Att 3rd,T_Att Pen,T_Live,Drib_Att,Drib_Succ,Drib_Succ%,Drib_Tkld,Drib_Tkld%,Carries,Carry_TotDist,Carry_PrgDist,Carry_PrgNum,Carry_1/3,Carry_PA,Carry_Miscon,Carry_Dispos,Rec,Rec_Prg,D_Tkl,D_TklW,Tkl_Def 3rd,Tkl_Mid 3rd,Tkl_Att 3rd,Chal_Tkl,Chal_Att,Chal_Tkl%,Chal_Lost,Blocks,B_Sh,B_Pass,Int,Tkl+Int,Clr,Err
1118,Rico Henry,ENG,DF,Brentford,Premier League,26.0,1997.0,4.5,0,2,0,0.0,0.45,0.0,0.0,0.0,19.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,147,183,80.3,2291,763,82,94,87.2,51,61,83.6,11,19,57.9,1,1.0,0.8,0.0,4,10,7,2,20,13,2.92,10,0,3,0,0,0,3,0.67,2,0,1,0,0,0,227,14,78,93,59,7,227,10,7,70.0,1,10.0,115,698,372,13,3,3,8,7,126,12,7,5,3,3,1,6,7,85.7,1,8,3,5,5,12,5,1
1119,Thomas Henry,FRA,FW,Hellas Verona,Serie A,28.0,1994.0,3.7,3,13,7,53.8,3.5,1.89,0.23,0.43,13.9,0,0,1,3.3,2.5,0.19,-0.3,0.5,33,67,49.3,421,83,20,42,47.6,8,10,80.0,1,3,33.3,0,0.0,0.1,0.0,2,2,0,0,3,6,1.61,4,0,0,2,0,0,0,0.0,0,0,0,0,0,0,115,5,11,53,54,17,114,5,1,20.0,4,80.0,63,258,43,2,2,1,13,2,93,20,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0
1120,Christophe Hérelle,MTQ,DF,Metz,Ligue 1,30.0,1992.0,18.0,0,4,0,0.0,0.22,0.0,0.0,0.0,21.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,543,609,89.2,12018,3571,110,120,91.7,326,341,95.6,101,137,73.7,0,0.0,0.1,0.0,1,29,5,1,41,15,0.83,13,0,1,0,1,0,2,0.11,2,0,0,0,0,0,776,105,377,388,20,4,776,9,5,55.6,3,33.3,504,2734,1397,1,3,0,9,1,436,1,32,15,24,7,1,13,23,56.5,10,16,9,7,18,50,68,2
1121,Mario Hermoso,ESP,DF,Atlético Madrid,La Liga,28.0,1995.0,28.4,0,17,4,23.5,0.6,0.14,0.0,0.0,15.0,0,0,0,1.4,1.4,0.08,-1.4,-1.4,1676,1947,86.1,29197,10370,828,879,94.2,659,737,89.4,156,260,60.0,1,0.8,1.1,0.2,17,162,18,6,177,45,1.58,37,4,1,2,1,0,6,0.21,3,1,0,1,1,0,2196,152,811,1154,251,24,2196,20,11,55.0,6,30.0,1248,5330,3028,39,32,1,21,11,1484,61,46,25,29,13,4,28,51,54.9,23,27,9,18,30,76,93,0
1122,Javi Hernández,ESP,DF,Cádiz,La Liga,25.0,1998.0,27.9,1,30,8,26.7,1.07,0.29,0.03,0.13,24.0,6,0,0,1.4,1.4,0.05,-0.4,-0.4,922,1292,71.4,15773,7452,449,524,85.7,350,452,77.4,93,242,38.4,2,2.1,2.8,-0.1,32,73,24,18,94,63,2.26,39,18,1,2,1,2,6,0.21,3,2,0,1,0,0,1571,112,509,669,412,29,1571,32,13,40.6,17,53.1,685,3932,2182,40,44,6,30,13,760,57,43,24,26,12,5,25,46,54.3,21,34,9,25,19,62,72,1
1123,Aridane Hernández,ESP,DF,Rayo Vallecano,La Liga,34.0,1989.0,18.8,0,5,0,0.0,0.27,0.0,0.0,0.0,16.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,675,788,85.7,12932,4358,248,272,91.2,352,387,91.0,68,114,59.6,0,0.0,0.1,0.0,3,20,0,0,21,10,0.53,8,1,0,0,1,0,0,0.0,0,0,0,0,0,0,959,155,586,358,18,10,959,3,1,33.3,0,0.0,438,1991,843,0,2,0,8,0,538,0,10,8,5,4,1,4,11,36.4,7,19,14,5,14,24,98,1
1124,Lucas Hernández,FRA,DF,Paris S-G,Ligue 1,27.0,1996.0,21.2,1,6,2,33.3,0.28,0.09,0.17,0.5,18.2,0,0,0,0.5,0.5,0.08,0.5,0.5,1670,1859,89.8,28845,9121,696,744,93.5,822,886,92.8,117,173,67.6,1,1.6,1.4,-0.6,12,166,9,1,156,25,1.18,19,1,0,1,2,2,3,0.14,1,0,0,1,1,0,2041,91,578,1247,234,19,2041,16,9,56.3,5,31.3,1583,7311,3507,30,33,4,16,5,1476,22,52,36,28,15,9,29,50,58.0,21,21,5,16,27,79,38,0
1125,Luis Hernández,ESP,DF,Cádiz,La Liga,34.0,1989.0,8.0,1,1,1,100.0,0.12,0.12,1.0,1.0,2.2,0,0,0,1.0,1.0,0.95,0.0,0.0,257,363,70.8,5409,2776,78,92,84.8,137,170,80.6,41,98,41.8,0,0.4,0.4,-0.4,6,27,1,0,31,17,2.12,9,8,0,0,0,0,0,0.0,0,0,0,0,0,0,411,34,178,167,69,1,411,0,0,0.0,0,0.0,172,830,559,2,3,0,0,0,217,1,7,3,4,3,0,4,8,50.0,4,3,2,1,8,15,25,0
1126,Theo Hernández,FRA,DF,Milan,Serie A,25.0,1997.0,31.0,5,55,16,29.1,1.77,0.52,0.07,0.25,20.7,2,1,2,4.9,3.4,0.06,0.1,0.6,1717,1994,86.1,26200,9027,934,995,93.9,637,709,89.8,91,172,52.9,4,4.3,4.6,-0.3,44,103,40,12,166,119,3.84,87,8,7,11,5,1,13,0.42,11,0,0,1,1,0,2270,90,581,1191,531,71,2268,81,37,45.7,32,39.5,1467,9352,6095,115,93,13,30,22,1602,124,30,17,19,11,0,11,22,50.0,11,33,13,20,23,53,42,1
1127,Jorge Herrando,ESP,DF,Osasuna,La Liga,22.0,2001.0,18.3,0,4,0,0.0,0.22,0.0,0.0,0.0,14.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4,589,738,79.8,11221,4290,213,237,89.9,315,347,90.8,56,131,42.7,1,0.2,0.1,0.8,2,33,1,0,35,4,0.22,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,899,125,476,399,25,10,899,2,2,100.0,0,0.0,442,1982,870,3,3,0,4,2,524,1,29,19,23,6,0,12,19,63.2,7,20,11,9,15,44,69,1
1128,Ander Herrera,ESP,MF,Athletic Club,La Liga,33.0,1989.0,11.4,0,14,2,14.3,1.22,0.17,0.0,0.0,21.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7,643,756,85.1,10056,2855,337,369,91.3,234,271,86.3,44,71,62.0,3,1.2,1.9,1.8,12,67,17,3,94,30,2.63,27,0,0,2,0,1,3,0.26,3,0,0,0,0,0,903,37,171,525,220,13,903,10,5,50.0,4,40.0,477,1767,839,11,21,0,6,6,600,17,44,32,11,26,7,20,36,55.6,16,16,6,10,15,59,18,1
1129,Cristian Herrera,ESP,"FW,MF",Las Palmas,La Liga,32.0,1991.0,1.8,1,1,1,100.0,0.54,0.54,1.0,1.0,3.8,0,0,0,0.9,0.9,0.87,0.1,0.1,92,101,91.1,1092,323,66,69,95.7,23,25,92.0,1,1,100.0,0,0.0,0.1,0.0,1,6,0,0,8,5,2.73,5,0,0,0,0,0,1,0.55,1,0,0,0,0,0,117,2,16,59,42,4,117,2,1,50.0,1,50.0,77,300,138,2,3,0,8,2,93,16,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,2,0
1130,Sergio Herrera,ESP,GK,Osasuna,La Liga,30.0,1993.0,31.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,766,1185,64.6,26571,22063,87,87,100.0,315,323,97.5,362,770,47.0,0,0.0,0.1,0.0,1,35,0,0,1,6,0.19,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0,1264,948,1250,18,0,0,1264,0,0,0.0,0,0.0,671,4122,2365,0,0,0,2,0,547,0,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,22,3
1131,Yangel Herrera,VEN,MF,Girona,La Liga,25.0,1998.0,23.4,5,52,18,34.6,2.22,0.77,0.1,0.28,16.5,0,0,0,4.9,4.9,0.09,0.1,0.1,972,1137,85.5,14545,3393,553,608,91.0,320,377,84.9,59,88,67.0,0,2.4,1.9,-2.4,18,79,15,7,92,48,2.05,37,0,1,3,7,0,4,0.17,3,0,0,0,1,0,1452,67,331,793,339,68,1452,31,22,71.0,7,22.6,804,3745,1673,31,32,4,48,50,1027,76,64,37,28,30,6,30,56,53.6,26,30,8,22,24,88,45,1
1132,Patrick Herrmann,GER,"FW,DF",Gladbach,Bundesliga,32.0,1991.0,1.0,0,4,0,0.0,4.19,0.0,0.0,0.0,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,29,44,65.9,545,160,16,23,69.6,7,11,63.6,6,7,85.7,0,0.1,0.1,-0.1,3,2,1,0,6,7,7.33,4,2,0,1,0,0,1,1.05,1,0,0,0,0,0,58,2,5,22,32,9,58,1,0,0.0,0,0.0,27,148,92,3,4,1,1,1,34,8,4,4,2,1,1,2,2,100.0,0,1,0,1,1,5,2,0
1133,Juan Herzog,ESP,DF,Las Palmas,La Liga,20.0,2003.0,3.2,2,3,3,100.0,0.92,0.92,0.67,0.67,6.2,0,0,0,0.7,0.7,0.23,1.3,1.3,195,220,88.6,2675,1152,121,127,95.3,62,68,91.2,5,12,41.7,0,0.0,0.0,0.0,0,2,0,0,3,1,0.31,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,257,30,161,93,3,3,257,1,1,100.0,0,0.0,132,383,144,0,0,0,1,0,182,0,6,5,5,1,0,3,6,50.0,3,4,1,3,2,8,17,0
1134,Son Heung-min,KOR,FW,Tottenham,Premier League,31.0,1992.0,32.6,17,83,38,45.8,2.55,1.17,0.18,0.39,15.5,0,2,2,12.0,10.4,0.13,5.0,4.6,887,1075,82.5,12123,2822,531,609,87.2,297,338,87.9,23,38,60.5,10,11.8,8.3,-1.8,68,40,65,2,139,129,3.96,108,0,11,6,3,1,17,0.52,13,0,3,0,1,0,1354,8,87,458,823,212,1352,92,39,42.4,47,51.1,927,5688,2989,119,44,64,55,41,1100,325,21,13,6,7,8,10,21,47.6,11,4,1,3,8,29,4,0
1135,Aaron Hickey,SCO,DF,Brentford,Premier League,21.0,2002.0,7.9,0,7,1,14.3,0.88,0.13,0.0,0.0,25.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,243,277,87.7,3813,894,134,140,95.7,92,106,86.8,14,20,70.0,0,0.1,0.1,-0.1,1,10,2,0,21,7,0.88,6,0,0,0,1,0,0,0.0,0,0,0,0,0,0,356,25,132,155,76,7,356,14,5,35.7,5,35.7,212,1107,505,9,3,1,14,5,225,13,16,9,9,3,4,7,7,100.0,0,7,3,4,3,19,10,0
1136,Isak Hien,SWE,DF,Hellas Verona,Serie A,24.0,1999.0,9.6,0,4,1,25.0,0.42,0.1,0.0,0.0,9.0,0,0,0,0.4,0.4,0.11,-0.4,-0.4,324,394,82.2,6945,2807,83,103,80.6,192,210,91.4,47,69,68.1,0,0.0,0.1,0.0,0,21,0,0,26,3,0.31,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,505,65,274,227,14,6,505,7,2,28.6,4,57.1,251,1373,682,8,3,0,7,8,246,1,17,10,10,7,0,10,19,52.6,9,12,5,7,7,24,33,1
1137,Isak Hien,SWE,DF,Atalanta,Serie A,24.0,1999.0,10.4,0,4,2,50.0,0.38,0.19,0.0,0.0,9.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,417,472,88.3,8718,2621,102,124,82.3,268,283,94.7,44,56,78.6,1,0.1,0.1,0.9,1,14,0,0,24,4,0.38,4,0,0,0,0,0,1,0.1,1,0,0,0,0,0,572,71,305,256,17,8,572,5,3,60.0,2,40.0,256,997,442,0,1,1,6,2,297,0,18,12,8,10,0,7,15,46.7,8,12,5,7,14,32,33,0
1138,James Hill,ENG,DF,Bournemouth,Premier League,21.0,2002.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,28,42,66.7,542,243,13,16,81.3,8,13,61.5,5,10,50.0,0,0.0,0.0,0.0,0,6,0,0,5,1,1.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,62,10,26,24,12,0,62,1,0,0.0,1,100.0,18,41,7,0,1,0,1,1,20,1,3,2,1,2,0,1,1,100.0,0,3,2,1,3,6,8,0
1139,Piero Hincapié,ECU,DF,Leverkusen,Bundesliga,21.0,2002.0,16.5,1,18,6,33.3,1.09,0.36,0.06,0.17,14.2,0,0,0,1.9,1.9,0.11,-0.9,-0.9,1307,1435,91.1,19443,6533,758,788,96.2,469,509,92.1,52,91,57.1,2,0.5,0.9,1.5,6,99,9,0,102,23,1.39,20,0,0,2,1,0,5,0.3,4,0,0,1,0,0,1597,100,472,895,237,25,1597,6,1,16.7,5,83.3,994,5078,3063,34,32,1,11,4,1237,50,35,22,14,17,4,13,17,76.5,4,18,7,11,13,48,43,0
1140,Jack Hinshelwood,ENG,DF,Brighton,Premier League,18.0,2005.0,9.7,3,14,8,57.1,1.45,0.83,0.21,0.38,9.2,0,0,0,1.9,1.9,0.14,1.1,1.1,418,498,83.9,5999,1172,233,267,87.3,156,175,89.1,9,22,40.9,0,0.7,0.4,-0.7,8,24,5,1,19,14,1.45,11,0,0,3,0,0,0,0.0,0,0,0,0,0,0,590,26,193,256,143,30,590,5,0,0.0,4,80.0,331,1598,726,16,15,1,9,2,381,38,14,5,7,4,3,5,13,38.5,8,6,2,4,14,28,18,0
1141,Adam Hložek,CZE,"MF,FW",Leverkusen,Bundesliga,21.0,2002.0,5.1,2,18,6,33.3,3.53,1.18,0.11,0.33,14.6,0,0,0,3.1,3.1,0.17,-1.1,-1.1,123,152,80.9,1739,280,78,88,88.6,34,42,81.0,6,8,75.0,3,0.9,1.2,2.1,9,5,2,0,13,16,3.14,12,0,1,3,0,0,4,0.78,4,0,0,0,0,0,222,4,21,99,105,29,222,14,4,28.6,9,64.3,135,812,386,14,9,5,10,13,177,33,10,4,2,4,4,3,7,42.9,4,4,1,3,2,12,1,0
1142,Nicolas Höfler,GER,MF,Freiburg,Bundesliga,33.0,1990.0,25.9,1,16,1,6.3,0.62,0.04,0.06,1.0,17.4,0,0,0,0.7,0.7,0.04,0.3,0.3,985,1153,85.4,16479,4636,426,492,86.6,468,515,90.9,59,81,72.8,1,0.4,0.7,0.6,9,82,6,0,94,32,1.24,27,0,0,3,1,1,3,0.12,3,0,0,0,0,0,1386,112,417,805,175,20,1386,18,14,77.8,3,16.7,661,3259,1249,14,11,0,19,20,804,15,63,40,36,20,7,22,49,44.9,27,30,16,14,31,94,45,0
1143,Jonas Hofmann,GER,MF,Leverkusen,Bundesliga,31.0,1992.0,24.5,5,60,25,41.7,2.45,1.02,0.08,0.2,18.5,0,0,0,5.9,5.9,0.1,-0.9,-0.9,1214,1530,79.3,18608,4146,700,795,88.1,361,437,82.6,103,183,56.3,7,8.1,8.3,-1.1,78,71,41,5,119,157,6.42,108,33,4,6,5,1,20,0.82,10,7,0,1,2,0,1718,3,122,676,928,110,1718,35,18,51.4,17,48.6,895,4657,2294,63,50,13,34,17,1353,221,20,14,6,9,5,10,24,41.7,14,18,0,18,8,28,6,0
1144,Philipp Hofmann,GER,FW,Bochum,Bundesliga,30.0,1993.0,17.5,4,39,15,38.5,2.23,0.86,0.1,0.27,11.7,0,0,0,4.8,4.8,0.12,-0.8,-0.8,266,416,63.9,3468,648,167,233,71.7,77,130,59.2,6,10,60.0,2,1.7,1.3,0.3,19,17,11,0,36,51,2.92,32,0,2,9,7,1,4,0.23,2,0,0,2,0,0,581,16,45,282,257,84,581,15,9,60.0,6,40.0,256,907,208,7,6,2,43,14,435,86,10,5,4,5,1,4,7,57.1,3,11,2,9,4,14,17,0
1145,Lucas Höler,GER,"FW,MF",Freiburg,Bundesliga,29.0,1994.0,25.6,7,32,16,50.0,1.25,0.62,0.19,0.38,13.5,0,1,2,8.6,7.0,0.22,-1.6,-1.0,494,739,66.8,6619,1500,301,419,71.8,127,182,69.8,24,36,66.7,2,2.1,2.0,-0.1,32,34,12,1,49,64,2.5,49,0,1,4,6,4,8,0.31,6,0,0,0,1,1,1008,46,159,457,399,97,1006,29,13,44.8,15,51.7,546,2264,844,24,12,5,59,19,717,153,32,24,14,10,8,4,23,17.4,19,19,4,15,15,47,35,0
1146,Mason Holgate,ENG,DF,Sheffield Utd,Premier League,26.0,1996.0,7.9,0,3,0,0.0,0.38,0.0,0.0,0.0,6.5,0,0,0,0.6,0.6,0.22,-0.6,-0.6,138,211,65.4,2552,1215,65,83,78.3,52,78,66.7,19,44,43.2,0,0.4,0.2,-0.4,1,17,2,2,13,4,0.51,2,1,0,1,0,0,0,0.0,0,0,0,0,0,0,296,53,143,119,35,3,296,2,1,50.0,1,50.0,95,356,159,0,2,1,4,1,105,0,12,7,5,6,1,5,12,41.7,7,12,5,7,11,23,40,0
1147,Fabian Holland,GER,"MF,DF",Darmstadt 98,Bundesliga,33.0,1990.0,20.4,0,11,3,27.3,0.54,0.15,0.0,0.0,24.7,1,0,0,0.6,0.6,0.06,-0.6,-0.6,720,919,78.3,13141,4204,307,349,88.0,313,361,86.7,88,162,54.3,2,1.5,1.4,0.5,17,84,9,2,87,45,2.21,34,6,2,0,1,2,4,0.2,3,1,0,0,0,0,1111,54,291,619,209,18,1111,15,8,53.3,6,40.0,585,2669,1313,11,12,1,22,9,692,47,47,26,18,21,8,20,37,54.1,17,22,12,10,24,71,29,0
1148,Benedict Hollerbach,GER,"FW,MF",Union Berlin,Bundesliga,22.0,2001.0,14.2,5,34,10,29.4,2.39,0.7,0.15,0.5,16.1,0,0,0,3.4,3.4,0.1,1.6,1.6,253,398,63.6,3663,963,153,190,80.5,69,106,65.1,17,35,48.6,0,1.3,1.4,-1.3,14,18,18,5,39,41,2.88,29,0,3,4,4,1,1,0.07,0,0,1,0,0,0,659,9,70,289,316,77,659,74,30,40.5,41,55.4,408,3029,1220,49,28,24,66,52,473,126,17,11,5,7,5,7,22,31.8,15,28,0,28,4,21,3,0
1149,Emil Holm,SWE,DF,Atalanta,Serie A,23.0,2000.0,10.5,1,26,8,30.8,2.47,0.76,0.04,0.13,11.9,0,0,0,2.7,2.7,0.11,-1.7,-1.7,304,457,66.5,4675,1618,171,214,79.9,107,153,69.9,21,55,38.2,1,0.8,1.0,0.2,4,18,8,6,27,20,1.9,10,3,2,3,2,0,4,0.38,1,1,0,0,2,0,635,33,161,249,233,43,635,32,18,56.3,12,37.5,290,2133,1000,28,20,5,35,18,358,80,28,19,17,9,2,16,36,44.4,20,25,3,22,7,35,25,0
1150,Gerrit Holtmann,PHI,"MF,FW",Darmstadt 98,Bundesliga,28.0,1995.0,4.4,0,14,5,35.7,3.21,1.15,0.0,0.0,23.6,0,0,0,0.6,0.6,0.04,-0.6,-0.6,113,155,72.9,1687,607,61,70,87.1,42,60,70.0,4,13,30.8,0,0.3,0.3,-0.3,5,12,4,0,18,19,4.36,12,0,3,2,2,0,1,0.23,0,0,0,1,0,0,224,7,37,92,101,11,224,15,7,46.7,6,40.0,109,850,441,13,11,8,15,13,134,20,8,5,3,4,1,7,10,70.0,3,7,0,7,2,10,4,1
1151,Martin Hongla,CMR,MF,Hellas Verona,Serie A,25.0,1998.0,12.0,0,3,0,0.0,0.25,0.0,0.0,0.0,23.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,391,474,82.5,7563,2018,135,157,86.0,199,223,89.2,48,74,64.9,0,0.3,0.1,-0.3,9,38,0,0,57,19,1.58,18,1,0,0,0,0,0,0.0,0,0,0,0,0,0,570,36,147,369,60,1,570,12,9,75.0,3,25.0,317,1758,780,6,9,1,8,6,316,6,24,13,9,13,2,8,11,72.7,3,8,3,5,7,31,24,0
1152,Martin Hongla,CMR,"MF,DF",Granada,La Liga,25.0,1998.0,6.2,0,3,1,33.3,0.48,0.16,0.0,0.0,18.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,237,283,83.7,4465,1179,87,95,91.6,118,131,90.1,29,48,60.4,0,0.0,0.1,0.0,0,20,1,0,16,3,0.48,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,327,18,113,191,27,1,327,3,0,0.0,3,100.0,197,898,397,3,3,0,8,0,214,5,7,3,2,5,0,3,9,33.3,6,6,3,3,6,13,13,1
1153,Franck Honorat,FRA,"DF,FW",Gladbach,Bundesliga,26.0,1996.0,26.1,3,28,10,35.7,1.07,0.38,0.11,0.3,18.3,1,0,0,1.6,1.6,0.06,1.4,1.4,802,1207,66.4,13080,5175,432,520,83.1,246,365,67.4,84,211,39.8,9,9.3,9.4,-0.3,89,37,56,28,93,133,5.1,79,47,3,1,2,1,18,0.69,12,5,0,0,0,1,1413,28,249,501,680,66,1413,54,21,38.9,27,50.0,775,4677,2675,97,60,26,26,18,881,242,25,13,13,10,2,11,20,55.0,9,22,3,19,9,34,35,1
1154,Mathias Honsak,AUT,"FW,MF",Darmstadt 98,Bundesliga,26.0,1996.0,11.3,1,23,6,26.1,2.03,0.53,0.04,0.17,17.4,0,0,0,1.8,1.8,0.08,-0.8,-0.8,210,285,73.7,3092,747,120,147,81.6,66,84,78.6,14,22,63.6,1,0.7,0.7,0.3,12,11,6,1,19,21,1.85,15,0,2,2,1,1,3,0.26,1,0,1,1,0,0,476,27,99,181,199,36,476,30,9,30.0,21,70.0,271,1432,571,22,14,8,51,14,326,62,14,7,7,6,1,6,20,30.0,14,14,2,12,8,22,25,0
1155,Sydney van Hooijdonk,NED,FW,Bologna,Serie A,23.0,2000.0,2.4,0,5,1,20.0,2.12,0.42,0.0,0.0,18.1,1,0,0,0.6,0.6,0.12,-0.6,-0.6,28,36,77.8,299,73,16,19,84.2,7,7,100.0,0,0,0.0,0,0.1,0.0,-0.1,2,2,0,0,2,2,0.85,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,56,5,9,26,21,7,56,2,2,100.0,0,0.0,22,140,15,1,0,0,4,3,35,9,3,0,0,2,1,1,2,50.0,1,1,1,0,1,4,4,0
1156,Fraser Hornby,SCO,"FW,MF",Darmstadt 98,Bundesliga,23.0,1999.0,2.4,0,10,2,20.0,4.15,0.83,0.0,0.0,13.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,35,63,55.6,503,71,24,35,68.6,7,13,53.8,3,3,100.0,0,0.3,0.5,-0.3,4,0,2,0,2,8,3.3,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0,91,5,8,34,51,18,91,4,1,25.0,3,75.0,38,234,125,7,3,4,4,4,57,7,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,4,0
1157,Lukáš Hrádecký,FIN,GK,Leverkusen,Bundesliga,33.0,1989.0,33.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,706,886,79.7,16511,12037,186,187,99.5,360,369,97.6,156,320,48.8,0,0.0,0.0,0.0,0,4,0,0,1,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,939,777,925,14,0,0,939,0,0,0.0,0,0.0,543,2958,1580,0,1,1,1,0,456,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,10,2
1158,Xabier Huarte Armendáriz,ESP,MF,Osasuna,La Liga,22.0,2001.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,2,100.0,28,11,1,1,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0.0,0,0.0,2,5,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1159,Timo Hübers,GER,DF,Köln,Bundesliga,27.0,1996.0,30.9,0,22,5,22.7,0.71,0.16,0.0,0.0,12.6,0,0,0,1.8,1.8,0.08,-1.8,-1.8,1473,1743,84.5,28520,10485,448,501,89.4,879,951,92.4,130,250,52.0,0,0.5,1.0,-0.5,6,105,7,1,104,22,0.71,19,0,0,2,1,0,1,0.03,0,0,0,0,1,0,2143,267,1200,897,65,31,2143,6,4,66.7,2,33.3,1203,6033,3442,19,14,1,11,7,1280,3,68,47,51,14,3,49,80,61.3,31,54,28,26,63,131,168,1
1160,Callum Hudson-Odoi,ENG,"FW,MF",Nott'ham Forest,Premier League,22.0,2000.0,20.6,8,38,20,52.6,1.84,0.97,0.21,0.4,18.3,1,0,0,2.7,2.7,0.07,5.3,5.3,574,736,78.0,9036,1826,325,359,90.5,187,251,74.5,46,83,55.4,1,2.8,2.5,-1.8,36,20,32,8,58,82,3.98,63,4,8,4,2,1,6,0.29,4,0,1,0,1,0,930,19,129,297,523,77,930,80,43,53.8,27,33.8,646,5044,3054,111,57,39,34,33,701,171,18,8,4,5,9,7,28,25.0,21,16,1,15,7,25,12,1
1161,Will Hughes,ENG,MF,Crystal Palace,Premier League,28.0,1995.0,21.0,0,8,3,37.5,0.38,0.14,0.0,0.0,18.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,731,878,83.3,10742,3108,389,436,89.2,281,317,88.6,27,62,43.5,1,1.1,1.8,-0.1,21,71,16,2,76,48,2.29,34,9,1,0,2,2,5,0.24,5,0,0,0,0,0,1094,45,228,657,219,15,1094,15,9,60.0,3,20.0,463,1931,900,14,14,0,22,27,609,17,61,33,30,20,11,24,48,50.0,24,36,14,22,21,82,25,0
1162,Dean Huijsen,ESP,DF,Roma,Serie A,18.0,2005.0,5.7,2,6,2,33.3,1.06,0.35,0.33,1.0,11.0,0,0,0,0.4,0.4,0.07,1.6,1.6,400,459,87.1,7151,2423,158,175,90.3,203,221,91.9,34,47,72.3,0,0.1,0.1,-0.1,1,16,1,0,18,8,1.41,4,0,1,2,1,0,4,0.71,1,0,1,1,1,0,525,62,204,281,41,8,525,2,1,50.0,1,50.0,308,1407,696,4,3,0,3,2,390,15,10,5,5,5,0,1,4,25.0,3,7,4,3,4,14,26,2
1163,Dean Huijsen,ESP,DF,Juventus,Serie A,18.0,2005.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,18,19,94.7,370,115,5,5,100.0,10,10,100.0,3,3,100.0,0,0.0,0.0,0.0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,20,1,8,13,0,0,20,0,0,0.0,0,0.0,17,94,56,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
